Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value,literacy_category,literacy_level,info
Indonesia,2014,All genders,15-24 year olds,Percent,99.68022,High,Satisfactory,Indonesia - Satisfactory
Indonesia,2015,All genders,15-24 year olds,Percent,99.71395,High,Satisfactory,Indonesia - Satisfactory
"Iran, Islamic Republic of",1996,Male,15-24 year olds,Percent,95.51682,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2002,Male,15-24 year olds,Percent,97.56806,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2005,Male,15-24 year olds,Percent,98.10998,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2006,Male,15-24 year olds,Percent,97.14548,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2008,Male,15-24 year olds,Percent,98.25652,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2012,Male,15-24 year olds,Percent,98.33392,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2013,Male,15-24 year olds,Percent,98.10902,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2015,Male,15-24 year olds,Percent,98.26793,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2006,Female,15-24 year olds,Percent,96.13215,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2008,Female,15-24 year olds,Percent,97.46597,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2012,Female,15-24 year olds,Percent,97.66179,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2013,Female,15-24 year olds,Percent,97.43798,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2015,Female,15-24 year olds,Percent,97.77128,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2008,All genders,15-24 year olds,Percent,97.87143,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2012,All genders,15-24 year olds,Percent,98.0144,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2013,All genders,15-24 year olds,Percent,97.7773,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2015,All genders,15-24 year olds,Percent,98.02722,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",1976,Male,15-24 year olds,Percent,70.90017,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",1986,Male,15-24 year olds,Percent,84.52608,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",1991,Male,15-24 year olds,Percent,92.4355,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",1976,Female,15-24 year olds,Percent,42.3278,Medium,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",1986,Female,15-24 year olds,Percent,65.59267,Medium,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",1991,Female,15-24 year olds,Percent,81.201,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",1996,Female,15-24 year olds,Percent,90.55661,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2002,Female,15-24 year olds,Percent,95.66088,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2005,Female,15-24 year olds,Percent,96.73755,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",1976,All genders,15-24 year olds,Percent,56.45386,Medium,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",1986,All genders,15-24 year olds,Percent,75.2049,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",1991,All genders,15-24 year olds,Percent,86.97426,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",1996,All genders,15-24 year olds,Percent,93.0283,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2002,All genders,15-24 year olds,Percent,96.6261,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2005,All genders,15-24 year olds,Percent,97.43153,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
"Iran, Islamic Republic of",2006,All genders,15-24 year olds,Percent,96.64371,High,Satisfactory,"Iran, Islamic Republic of - Satisfactory"
Iraq,2000,All genders,15-24 year olds,Percent,84.7968,High,Satisfactory,Iraq - Satisfactory
Iraq,2014,All genders,15-24 year olds,Percent,81.74552,High,Satisfactory,Iraq - Satisfactory
Iraq,2015,All genders,15-24 year olds,Percent,81.54016,High,Satisfactory,Iraq - Satisfactory
Iraq,2000,Female,15-24 year olds,Percent,80.48683,High,Satisfactory,Iraq - Satisfactory
Iraq,2014,Female,15-24 year olds,Percent,80.59353,High,Satisfactory,Iraq - Satisfactory
Iraq,2015,Female,15-24 year olds,Percent,80.61189,High,Satisfactory,Iraq - Satisfactory
Iraq,2000,Male,15-24 year olds,Percent,88.91217,High,Satisfactory,Iraq - Satisfactory
Iraq,2014,Male,15-24 year olds,Percent,82.84093,High,Satisfactory,Iraq - Satisfactory
Iraq,2015,Male,15-24 year olds,Percent,82.42308,High,Satisfactory,Iraq - Satisfactory
Israel,1983,Male,15-24 year olds,Percent,99.05457,High,Satisfactory,Israel - Satisfactory
Israel,1983,All genders,15-24 year olds,Percent,98.56286,High,Satisfactory,Israel - Satisfactory
Israel,1983,Female,15-24 year olds,Percent,98.04603,High,Satisfactory,Israel - Satisfactory
Italy,1981,All genders,15-24 year olds,Percent,99.64338,High,Satisfactory,Italy - Satisfactory
Italy,2001,All genders,15-24 year olds,Percent,99.81213,High,Satisfactory,Italy - Satisfactory
Italy,2011,All genders,15-24 year olds,Percent,99.85964,High,Satisfactory,Italy - Satisfactory
Italy,2015,All genders,15-24 year olds,Percent,99.90972,High,Satisfactory,Italy - Satisfactory
Italy,1981,Male,15-24 year olds,Percent,99.69759,High,Satisfactory,Italy - Satisfactory
Italy,2001,Male,15-24 year olds,Percent,99.80447,High,Satisfactory,Italy - Satisfactory
Italy,2011,Male,15-24 year olds,Percent,99.85103,High,Satisfactory,Italy - Satisfactory
Italy,2015,Male,15-24 year olds,Percent,99.89725,High,Satisfactory,Italy - Satisfactory
Italy,1981,Female,15-24 year olds,Percent,99.58749,High,Satisfactory,Italy - Satisfactory
Italy,2001,Female,15-24 year olds,Percent,99.82011,High,Satisfactory,Italy - Satisfactory
Italy,2011,Female,15-24 year olds,Percent,99.8687,High,Satisfactory,Italy - Satisfactory
Italy,2015,Female,15-24 year olds,Percent,99.92285,High,Satisfactory,Italy - Satisfactory
Jamaica,1999,Female,15-24 year olds,Percent,96.29552,High,Satisfactory,Jamaica - Satisfactory
Jamaica,2014,Female,15-24 year olds,Percent,98.75477,High,Satisfactory,Jamaica - Satisfactory
Jamaica,2015,Female,15-24 year olds,Percent,98.83776,High,Satisfactory,Jamaica - Satisfactory
Jamaica,1999,Male,15-24 year olds,Percent,87.31139,High,Satisfactory,Jamaica - Satisfactory
Jamaica,2014,Male,15-24 year olds,Percent,93.85559,High,Satisfactory,Jamaica - Satisfactory
Jamaica,2015,Male,15-24 year olds,Percent,94.16024,High,Satisfactory,Jamaica - Satisfactory
Jamaica,1999,All genders,15-24 year olds,Percent,91.60341,High,Satisfactory,Jamaica - Satisfactory
Jamaica,2014,All genders,15-24 year olds,Percent,96.26246,High,Satisfactory,Jamaica - Satisfactory
Jamaica,2015,All genders,15-24 year olds,Percent,96.46094,High,Satisfactory,Jamaica - Satisfactory
Jordan,1979,All genders,15-24 year olds,Percent,90.50849,High,Satisfactory,Jordan - Satisfactory
Jordan,2003,All genders,15-24 year olds,Percent,99.13259,High,Satisfactory,Jordan - Satisfactory
Jordan,2005,All genders,15-24 year olds,Percent,98.97539,High,Satisfactory,Jordan - Satisfactory
Jordan,2007,All genders,15-24 year olds,Percent,98.94934,High,Satisfactory,Jordan - Satisfactory
Jordan,2010,All genders,15-24 year olds,Percent,98.76235,High,Satisfactory,Jordan - Satisfactory
Jordan,2011,All genders,15-24 year olds,Percent,99.14868,High,Satisfactory,Jordan - Satisfactory
Jordan,2012,All genders,15-24 year olds,Percent,99.10572,High,Satisfactory,Jordan - Satisfactory
Jordan,2015,All genders,15-24 year olds,Percent,99.23484,High,Satisfactory,Jordan - Satisfactory
Jordan,2003,Male,15-24 year olds,Percent,99.32879,High,Satisfactory,Jordan - Satisfactory
Jordan,2005,Male,15-24 year olds,Percent,98.931,High,Satisfactory,Jordan - Satisfactory
Jordan,2007,Male,15-24 year olds,Percent,98.95204,High,Satisfactory,Jordan - Satisfactory
Jordan,2010,Male,15-24 year olds,Percent,98.75873,High,Satisfactory,Jordan - Satisfactory
Jordan,2011,Male,15-24 year olds,Percent,99.05083,High,Satisfactory,Jordan - Satisfactory
Jordan,2012,Male,15-24 year olds,Percent,99.00204,High,Satisfactory,Jordan - Satisfactory
Jordan,2015,Male,15-24 year olds,Percent,99.10663,High,Satisfactory,Jordan - Satisfactory
Jordan,1979,Male,15-24 year olds,Percent,95.79214,High,Satisfactory,Jordan - Satisfactory
Jordan,1979,Female,15-24 year olds,Percent,84.83279,High,Satisfactory,Jordan - Satisfactory
Jordan,2003,Female,15-24 year olds,Percent,98.91331,High,Satisfactory,Jordan - Satisfactory
Jordan,2005,Female,15-24 year olds,Percent,99.02348,High,Satisfactory,Jordan - Satisfactory
Jordan,2007,Female,15-24 year olds,Percent,98.94657,High,Satisfactory,Jordan - Satisfactory
Jordan,2010,Female,15-24 year olds,Percent,98.76635,High,Satisfactory,Jordan - Satisfactory
Jordan,2011,Female,15-24 year olds,Percent,99.25322,High,Satisfactory,Jordan - Satisfactory
Jordan,2012,Female,15-24 year olds,Percent,99.20273,High,Satisfactory,Jordan - Satisfactory
Jordan,2015,Female,15-24 year olds,Percent,99.3684,High,Satisfactory,Jordan - Satisfactory
Kazakhstan,1989,Female,15-24 year olds,Percent,99.75499,High,Satisfactory,Kazakhstan - Satisfactory
Kazakhstan,1999,Female,15-24 year olds,Percent,99.8747,High,Satisfactory,Kazakhstan - Satisfactory
Kazakhstan,1989,Male,15-24 year olds,Percent,99.69771,High,Satisfactory,Kazakhstan - Satisfactory
Kazakhstan,1999,Male,15-24 year olds,Percent,99.81603,High,Satisfactory,Kazakhstan - Satisfactory
Kazakhstan,2009,Male,15-24 year olds,Percent,99.80391,High,Satisfactory,Kazakhstan - Satisfactory
Kazakhstan,2015,Male,15-24 year olds,Percent,99.81251,High,Satisfactory,Kazakhstan - Satisfactory
Kazakhstan,2009,Female,15-24 year olds,Percent,99.86511,High,Satisfactory,Kazakhstan - Satisfactory
Kazakhstan,2015,Female,15-24 year olds,Percent,99.87087,High,Satisfactory,Kazakhstan - Satisfactory
Kazakhstan,1989,All genders,15-24 year olds,Percent,99.72572,High,Satisfactory,Kazakhstan - Satisfactory
Kazakhstan,1999,All genders,15-24 year olds,Percent,99.84513,High,Satisfactory,Kazakhstan - Satisfactory
Kazakhstan,2009,All genders,15-24 year olds,Percent,99.83451,High,Satisfactory,Kazakhstan - Satisfactory
Kazakhstan,2015,All genders,15-24 year olds,Percent,99.84125,High,Satisfactory,Kazakhstan - Satisfactory
Kenya,2000,All genders,15-24 year olds,Percent,92.52818,High,Satisfactory,Kenya - Satisfactory
Kenya,2007,All genders,15-24 year olds,Percent,82.39047,High,Satisfactory,Kenya - Satisfactory
Kenya,2015,All genders,15-24 year olds,Percent,85.8953,High,Satisfactory,Kenya - Satisfactory
Kenya,2000,Female,15-24 year olds,Percent,91.94255,High,Satisfactory,Kenya - Satisfactory
Kenya,2007,Female,15-24 year olds,Percent,81.63257,High,Satisfactory,Kenya - Satisfactory
Kenya,2015,Female,15-24 year olds,Percent,86.59025,High,Satisfactory,Kenya - Satisfactory
Kenya,2000,Male,15-24 year olds,Percent,93.30952,High,Satisfactory,Kenya - Satisfactory
Kenya,2007,Male,15-24 year olds,Percent,83.20542,High,Satisfactory,Kenya - Satisfactory
Kenya,2015,Male,15-24 year olds,Percent,85.2035,High,Satisfactory,Kenya - Satisfactory
Kuwait,1975,Male,15-24 year olds,Percent,77.69223,High,Satisfactory,Kuwait - Satisfactory
Kuwait,1980,Male,15-24 year olds,Percent,81.28816,High,Satisfactory,Kuwait - Satisfactory
Kuwait,1985,Male,15-24 year olds,Percent,90.69233,High,Satisfactory,Kuwait - Satisfactory
Kuwait,1995,Male,15-24 year olds,Percent,93.79989,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2005,Male,15-24 year olds,Percent,99.69097,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2006,Male,15-24 year olds,Percent,98.52218,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2007,Male,15-24 year olds,Percent,98.39884,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2008,Male,15-24 year olds,Percent,98.56516,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2012,Male,15-24 year olds,Percent,98.73638,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2013,Male,15-24 year olds,Percent,99.25229,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2015,Male,15-24 year olds,Percent,99.59143,High,Satisfactory,Kuwait - Satisfactory
Kuwait,1975,All genders,15-24 year olds,Percent,72.22216,High,Satisfactory,Kuwait - Satisfactory
Kuwait,1980,All genders,15-24 year olds,Percent,78.97544,High,Satisfactory,Kuwait - Satisfactory
Kuwait,1985,All genders,15-24 year olds,Percent,87.45606,High,Satisfactory,Kuwait - Satisfactory
Kuwait,1995,All genders,15-24 year olds,Percent,92.04306,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2005,All genders,15-24 year olds,Percent,99.73336,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2006,All genders,15-24 year olds,Percent,98.51217,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2007,All genders,15-24 year olds,Percent,98.44723,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2008,All genders,15-24 year olds,Percent,98.64335,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2012,All genders,15-24 year olds,Percent,98.78226,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2013,All genders,15-24 year olds,Percent,99.15355,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2015,All genders,15-24 year olds,Percent,99.4921,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2008,Female,15-24 year olds,Percent,98.73937,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2012,Female,15-24 year olds,Percent,98.83531,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2013,Female,15-24 year olds,Percent,99.04067,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2015,Female,15-24 year olds,Percent,99.39012,High,Satisfactory,Kuwait - Satisfactory
Kuwait,1975,Female,15-24 year olds,Percent,66.01072,Medium,Satisfactory,Kuwait - Satisfactory
Kuwait,1980,Female,15-24 year olds,Percent,76.03036,High,Satisfactory,Kuwait - Satisfactory
Kuwait,1985,Female,15-24 year olds,Percent,84.0937,High,Satisfactory,Kuwait - Satisfactory
Kuwait,1995,Female,15-24 year olds,Percent,90.18481,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2005,Female,15-24 year olds,Percent,99.78759,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2006,Female,15-24 year olds,Percent,98.49927,High,Satisfactory,Kuwait - Satisfactory
Kuwait,2007,Female,15-24 year olds,Percent,98.50779,High,Satisfactory,Kuwait - Satisfactory
Kyrgyzstan,1999,All genders,15-24 year olds,Percent,99.69563,High,Satisfactory,Kyrgyzstan - Satisfactory
Kyrgyzstan,2009,All genders,15-24 year olds,Percent,99.75185,High,Satisfactory,Kyrgyzstan - Satisfactory
Kyrgyzstan,2015,All genders,15-24 year olds,Percent,99.74733,High,Satisfactory,Kyrgyzstan - Satisfactory
Kyrgyzstan,1999,Female,15-24 year olds,Percent,99.74129,High,Satisfactory,Kyrgyzstan - Satisfactory
Kyrgyzstan,2009,Female,15-24 year olds,Percent,99.79959,High,Satisfactory,Kyrgyzstan - Satisfactory
Kyrgyzstan,2015,Female,15-24 year olds,Percent,99.8048,High,Satisfactory,Kyrgyzstan - Satisfactory
Kyrgyzstan,1999,Male,15-24 year olds,Percent,99.65078,High,Satisfactory,Kyrgyzstan - Satisfactory
Kyrgyzstan,2009,Male,15-24 year olds,Percent,99.70463,High,Satisfactory,Kyrgyzstan - Satisfactory
Kyrgyzstan,2015,Male,15-24 year olds,Percent,99.69202,High,Satisfactory,Kyrgyzstan - Satisfactory
Lao People's Democratic Republic,2001,Female,15-24 year olds,Percent,74.68243,High,Satisfactory,Lao People's Democratic Republic - Satisfactory
Lao People's Democratic Republic,2005,Female,15-24 year olds,Percent,78.73984,High,Satisfactory,Lao People's Democratic Republic - Satisfactory
Lao People's Democratic Republic,2015,Female,15-24 year olds,Percent,87.28832,High,Satisfactory,Lao People's Democratic Republic - Satisfactory
Lao People's Democratic Republic,1995,Female,15-24 year olds,Percent,64.05435,Medium,Satisfactory,Lao People's Democratic Republic - Satisfactory
Lao People's Democratic Republic,2000,Female,15-24 year olds,Percent,73.56058,High,Satisfactory,Lao People's Democratic Republic - Satisfactory
Lao People's Democratic Republic,1995,Male,15-24 year olds,Percent,78.81579,High,Satisfactory,Lao People's Democratic Republic - Satisfactory
Lao People's Democratic Republic,2000,Male,15-24 year olds,Percent,88.06197,High,Satisfactory,Lao People's Democratic Republic - Satisfactory
Lao People's Democratic Republic,2001,Male,15-24 year olds,Percent,82.59933,High,Satisfactory,Lao People's Democratic Republic - Satisfactory
Lao People's Democratic Republic,2005,Male,15-24 year olds,Percent,89.18749,High,Satisfactory,Lao People's Democratic Republic - Satisfactory
Lao People's Democratic Republic,2015,Male,15-24 year olds,Percent,93.10199,High,Satisfactory,Lao People's Democratic Republic - Satisfactory
Lao People's Democratic Republic,1995,All genders,15-24 year olds,Percent,71.13363,High,Satisfactory,Lao People's Democratic Republic - Satisfactory
Lao People's Democratic Republic,2000,All genders,15-24 year olds,Percent,80.59856,High,Satisfactory,Lao People's Democratic Republic - Satisfactory
Lao People's Democratic Republic,2001,All genders,15-24 year olds,Percent,78.45799,High,Satisfactory,Lao People's Democratic Republic - Satisfactory
Lao People's Democratic Republic,2005,All genders,15-24 year olds,Percent,83.93106,High,Satisfactory,Lao People's Democratic Republic - Satisfactory
Lao People's Democratic Republic,2015,All genders,15-24 year olds,Percent,90.23172,High,Satisfactory,Lao People's Democratic Republic - Satisfactory
Latvia,1989,Male,15-24 year olds,Percent,99.75005,High,Satisfactory,Latvia - Satisfactory
Latvia,2000,Male,15-24 year olds,Percent,99.71818,High,Satisfactory,Latvia - Satisfactory
Latvia,2011,Male,15-24 year olds,Percent,99.80219,High,Satisfactory,Latvia - Satisfactory
Latvia,2015,Male,15-24 year olds,Percent,99.79319,High,Satisfactory,Latvia - Satisfactory
